Região;Sigla_UF;UF;Código_IBGE_Município;Município;Tipo_Crime;Mês;Mês_Ano;PC-Qtde_Ocorrências
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;03;03/2010;73
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;04;04/2010;64
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;05;05/2010;53
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;06;06/2010;38
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;07;07/2010;85
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;08;08/2010;76
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;09;09/2010;49
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;10;10/2010;66
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;11;11/2010;59
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;12;12/2010;54
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;01;01/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;02;02/2010;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;03;03/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;04;04/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;05;05/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;06;06/2010;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;07;07/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;08;08/2010;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;09;09/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;10;10/2010;13
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;11;11/2010;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;12;12/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Lesão corporal seguida de morte;09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Lesão corporal seguida de morte;10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Lesão corporal seguida de morte;11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Lesão corporal seguida de morte;12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;01;01/2010;48
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;02;02/2010;41
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;03;03/2010;32
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;04;04/2010;42
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;05;05/2010;35
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;06;06/2010;21
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;07;07/2010;63
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;08;08/2010;41
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;09;09/2010;32
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;10;10/2010;37
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;11;11/2010;44
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;12;12/2010;33
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);05;05/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);06;06/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;04;04/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;07;07/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;08;08/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;09;09/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;10;10/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;01;01/2010;29
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;02;02/2010;21
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;03;03/2010;23
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;04;04/2010;27
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;05;05/2010;43
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;06;06/2010;23
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;07;07/2010;35
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;08;08/2010;22
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;09;09/2010;21
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;10;10/2010;12
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;11;11/2010;18
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;12;12/2010;23
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;05;05/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;06;06/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;01;01/2010;26
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;02;02/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;03;03/2010;16
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;04;04/2010;16
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;05;05/2010;21
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;06;06/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;07;07/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;08;08/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;09;09/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;10;10/2010;8
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;11;11/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;12;12/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;01;01/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;02;02/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;04;04/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;07;07/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;08;08/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;09;09/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;10;10/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;11;11/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;12;12/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;01;01/2010;30
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;02;02/2010;35
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;03;03/2010;31
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;04;04/2010;24
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;05;05/2010;33
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;06;06/2010;15
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;07;07/2010;42
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;08;08/2010;35
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;09;09/2010;38
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;10;10/2010;43
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;11;11/2010;38
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;12;12/2010;28
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;01;01/2010;16
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;02;02/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;03;03/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;04;04/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;05;05/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;06;06/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;07;07/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;08;08/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;09;09/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;10;10/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;11;11/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Lesão corporal seguida de morte;12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;01;01/2010;34
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;02;02/2010;24
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;03;03/2010;31
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;04;04/2010;36
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;05;05/2010;31
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;06;06/2010;26
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;07;07/2010;33
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;08;08/2010;25
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;09;09/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;10;10/2010;22
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;11;11/2010;24
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;12;12/2010;27
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;05;05/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;06;06/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;07;07/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;08;08/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;09;09/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;10;10/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;11;11/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;12;12/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;01;01/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;02;02/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;03;03/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;04;04/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;05;05/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;06;06/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;07;07/2010;13
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;08;08/2010;15
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;09;09/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;10;10/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;11;11/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;12;12/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;01;01/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;03;03/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;04;04/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;05;05/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;06;06/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;07;07/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;08;08/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;09;09/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;10;10/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;11;11/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;12;12/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;01;01/2010;13
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;02;02/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;03;03/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;04;04/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;05;05/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;06;06/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;07;07/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;08;08/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;09;09/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;10;10/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;11;11/2010;13
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;12;12/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo seguido de morte (latrocínio);12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010815;Recanto Das Emas;Estupro;01;01/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010815;Recanto Das Emas;Estupro;02;02/2010;1
